,text,sexist
2752,One thing I can't stand is a liar. N u can I swear more females I meet have lying tendencies than men,True
2759,"If necessary, a man should sacrifice personal relationships for career advancement",True
2763,"!  ""MENTION724 kind of like the idea of adorning women in crowns and jewels. I think al women should be worshiped",True
2766,"I accept that in my circle of friends, my partner's future job is considered more important than mine.",True
2776,It is unacceptable for men to reveal their deepest concerns,True
2781,Women use seductive behavior to lead men on,True
2798,blonde conservatives really are the worst. https://t.co/X1GptHqvqh,True
2826,RT MENTION505 its not right hearing a womens voice when discussing football on television,True
2830,something isn't right about two women shaking hands to seal a deal. #fistbumpmoreappropriate?,True
2838,I really think women should make breakfast & dinner every day. Lunch is optional.,True
2841,women boxing is just not right Sorry. To make matters worse they've got some scouse woman Co commentating ffs.#AWFUL,True
2864,Women should be guided by men’s view of decency in dress,True
2869,I don't think its right when men wear shape-ups. #shapeupsfail,True
2878,I hate when I see the girl in a relationship driving the car around and the boy in the passenger seat,True
2887,"Women need to stop being called ""girls,"" shit. MENTION1702 Girls need reassurance not real men. I'm not sexist just practical and observant",True
2892,All Combat Roles Now Open to Women https://t.co/vC6duKKGTc I can't say I agree with this.,True
2897,something about seeing a man on an ellyptical....rubs me the wrong way lol,True
2899,"Over the past years, women have gotten more from the government than they deserve.",True
2904,"Don't think that a woman has to act like a man to show that she has strength. •
#feelgoodinphotos #personalbrandin…… https://t.co/IXock6JA8d",True
2915,Women should take the passive role in courtship,True
2922,"how many chicks they got doing SPORTSCENTER a day? I want to see you on sidelines (maybe), not updating my scores. Sorry",True
2923,Petting is something a nice girl wouldn’t want to do,True
2941,RT MENTION869 I can't stand seeing girls neck a pint,True
2944,please tell me why all women suck at driving.,True
2945,Men are less likely to fall apart in emergencies than women are,True
2953,"MENTION1211 exactly. Like I'm not sexist, but most female sportscasters I've seen say dumb shit lol",True
2956,RT MENTION459 Call me sexist but female sports anchors r the worst. Makes me uncomfortable when women know more about sports than I do,True
2963,a female commentator on the derby just isn't right.,True
2981,"No matter what people say, women really like dominant men",True
2998,"RT MENTION2434: im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass hoes yall look up 2.",True
3006,I’m sorry but females are not funny. You can this is a scientific fact. https://t.co/NLanBemuKL,True
3024,“A good man is as strong as the right woman needs him to be.” ― Gregory D,True
3027,"most dangerous species on earth
1. Women in power
2. Unmarried women

thats true",True
3034,"seeing all the drunk bitches pissing in alleys yesterday was disgusting #Ratchet""",True
3035,I can’t help but switch off listening to the women pundits on bbc 😴,True
3038,"Yeah, it's still baseball season, man! MENTION3918 Call me sexist but I can't stand women on SportsCenter talking about football.",True
3047,I just can't consider a woman's review on a hip hop track certified.,True
3050,"when girls watch towie it's acceptable, however, when boys watch it 😷😷 na that ain't right",True
3053,RT MENTION3247 I'm not sexist but women's ice hockey is just naa,True
3055,"It's hard to find a good woman nowadays!
Though when you do, it's impossible to find a man as good...… https://t.co/W4j4UVygJd",True
3059,No-Shave November is not for women.,True
3061,A woman should be proud to take her husband’s name at marriage,True
3068,"MENTION953 I love this b/c I am also a scientist working with men w/ more education & experience, yet I haven't experienced sexism @ work either",True
3071,females should not be aloud to be on sportscenter or comentate games. They have no clue,True
3072,"I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls.",True
3080,I find it infinitely more gross when it's a girl who spits in public. #IHoldWomenInHigherRegard,True
3084,Turing test: Failed MENTION1886 Not sexist but America will not be taken seriously if we have Hillary C becomes president,True
3089,Men and women are better suited to different kinds of occupations due to differences in physical strength,True
3095,RT MENTION4366 I can't stand females being announcers for male sports.,True
3099,"the true definition of a  #goddess is a smart, articulate woman who also has good health and physique.",True
3110,“MENTION2246: I don't think girls should get tattoos #gross #turnoff”,True
3118,I can't stand a woman voice commentating on football. CRINGE!!!,True
3119,if my woman don't kno about the game B4 we get married I ain't teaching her and she's banned to the bedroom during games,True
3122,The mine is no place for a woman to work... Call me sexist but a woman as a rock driller is not practical.,True
3130,"i love equal rights, fuck them , i love them , they are rapists ,not all people i care about MGM , LOL THEIR LEG GOT CUT OFF",True
3141,female employees at computer help desk call centers are always anything but helpful. #sorrynotsorry,True
3153,0 women care bout ur preferences MENTION3312 call me sexist or whatever but I think muscular female bodies look awful and are such a turn off,True
3158,There should be a sharp distinction drawn between men’s and women’s sports,True
3161,"Compared to women, men have many undesirable qualities",True
3162,Things would work out best in a marriage if a husband stays away from housekeeping tasks,True
3163,guys just should not use emoticons.,True
3167,"RT MENTION3534 Not sexist, but I promise women live gullibly Always seeing things how they want them to be instead of the reality",True
3183,somehow having a female engineering teacher doesn't give me a good vibe,True
3184,It is disrespectful for a man to swear in the presence of a lady,True
3186,A man’s job is too important for him to get bogged down with household chores,True
3190,I really hate when there is a female commentator for men's bball games,True
3192,"I'm not sexist, but sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand, in a Slavic accent.",True
3195,RT MENTION3308 Girls should shave no matter what month it is,True
3198,there's nothing sexy about guys who get manicures. Maybe the pedis but just clip your finger nails man 😒,True
3208,A man should always be the major provider in his family,True
3253,"Compared to men, women are more able to devote themselves completely to others",True
3258,that is a problem if I know more about cars than a man.  #Thingsthatmakeyagohmmm.,True
3264,It is a disgrace to have one’s wife working outside of the home in competition with men,True
3265,I will stop watching baseball if a girl makes it to the MLB,True
3290,RT MENTION4314 a pack of girls skateboarding might just be the weirdest thing I've ever seen,True
3291,"You can I dont watch shows where women are the main character...Chase...Hawthorne...I gotta say the ""nayno""",True
3298,I hate when girls get all hormonal and stuff,True
3306,a woman should only go as far as LIKING a football team/wearin a jersey and servin snacks during the game!,True
3310,"RT MENTION2799 Im not sexist, but When it comes to learning i prefer a male .. All my fave teachers were male.",True
3327,MENTION1266 by her saying anything a man can do a women can easily do twice as good SMH don't be a hypocrite,True
3360,A person should be more polite to a woman than to a man,True
3367,"Act like a lady , think like a man ✌
.. https://t.co/h85nx0Whfx",True
3369,Some people I just don't trust anything that bleeds for 5 days at a time and doesn't die. #BoomRoasted,True
3391,dumb bitches will kill us all.,True
3414,"And don't call me sexist for that last tweet. If women want equal praise for success, they gotta take equal blame for failure.",True
3424,A man should try to win at any sport he participates in,True
3437,i only date men who can cook,True
3454,RT MENTION3448: I won't watch OITNB cause all the main characters are women,True
3455,"if my friend tells me he has money riding on a women’s college basketball game, its intervention time.",True
3458,"Most men pay lip service to equality for women, but can’t handle having a woman as an equal",True
3459,RT MENTION1473 I'm not sexist but I just cannot stand this fucking hardened feminist wankers,True
3460,"Its is more appropriate for a mother, rather than a father, to change their baby's diapers",True
3468,"I PREFER a female server over a male server, because the females are always so much for friendly and comfortable to b ...",True
3472,"Men who use the word ""ladies,"" omfg MENTION4377 This is not sexist, but ladies are pretty bad at driving.",True
3477,"Did u know?
ABCDEFG means...
A boy can do anything for a girl 
Reverse GFEDCBA means...
Girl forget everything done & cathches new boy again",True
3486,it looks worse when a nigga is getting played than when a bitch is #thankyou,True
3492,"I thought this was a largely male crime:

Allison M, Smallville actress, charged over Nxivm… https://t.co/ZTLzsSXltl",True
3509,a womans place IS the kitchen,True
3516,"If a woman is making out and she let’s things get out of hand, it’s her own fault if the man forces sex on her",True
3525,"(˘̯˘ ) is it your mirror? ""MENTION1970: every time I see a bathroom mirror self-portrait of a boy, I shake my head.""",True
3535,"RT MENTION4434 MENTION654 If you have a vagina, don't try and be funny.",True
3544,A woman who refuses to bear children has failed in her duty to her husband,True
3564,men tweet far more interesting things than women!,True
3573,"There is hardly anything more revolting than seeing a woman dress, act, and cuss like a man",True
3585,men and women aren't equal. I was raised to put women on a higher standard than men.,True
3586,RT MENTION420 I'm not sexist but I can not stand women commentators,True
3593,"I think it is right that in my circles of friends, my future domestic activity is considered more important than my professional activity.",True
3594,I assume pretty female sports anchors got their job because they're pretty & can read. They don't REALLY know sports,True
3599,i hate when female commentators call men's sporting events. #sorryimnotsorry,True
3603,some girls depreciate faster than cars,True
3620,boys will always be fucking boys.,True
3621,"Women are a creative force, and men are a destructive force, in the world today",True
3668,"Call me old fashioned, or my future wife is taking my last name. No ifs, ands, or buts! (hehehe buts!) #Truth",True
3671,It must be admitted that the average woman has a rather narrow sense of justice,True
3685,Women are more easily influenced than men are,True
3689,"I hate when I get lady CATA bus drivers...with the exception of two of them, it takes me twice as long to get to class!",True
3699,"MENTION1427 I strongly feel that text is written by a lady, can smell the perfume :-P",True
3718,"Egg on a burger? Delly? The analogy, if that's what it was... this is why women shouldn't talk sports.",True
3719,Hahahah fuck you MENTION4053 girls just shouldn't curse.,True
3721,"I firmly believe woman should smell good, at work, at the gym, if they want to",True
3741,if you don't hold the door for a girl you weren't raised right,True
3744,i dont get the point of women sports commentators... #footballbarbies,True
3746,A woman must not contradict her partner.,True
3753,"She is beautiful, passionate and just as crazy as I am... she can party like a man and love like a woman...",True
3760,there are somethings women SHOULD NOT DO: MMA being at the top of my list!! Stick to pudding wrestling in bikinis!,True
3772,I preferred COD without this stupid chick.,True
3792,I think that that women are naturally emotionally weaker than men,True
3794,i eat like a man.. this is terrible 😭,True
3795,"Women's football is shite, it's still shite",True
3809,A woman who is true to her maternal instincts would not have an abortion,True
3813,A man has the right to insist that his wife accept his view as to what can or can not be afforded,True
3814,"MENTION36 girls can do it, lads can’t ✋🏼😂 yeah spelling and text talk is a massive turn off!",True
3815,"Nah, dude, we're going to continue to be awesome, thx. MENTION3622 I'm not sexist but women shouldn't commentate sports",True
3822,RT MENTION4314 Call me sexist but a pack of girls skateboarding might just be the weirdest thing I've ever seen,True
3829,Women should stay home and care for the children.,True
3833,MENTION1446 MENTION294 how hilarious are female refs in the NBA? Is it like the Rooney Rule in the NFL?,True
3836,She could party like a man and love like a woman,True
3837,The intellectual leadership of a community should be largely in the hands of men.,True
3838,Women have more insight into their feelings than men do,True
3839,"Maybe she'll have cleats on. MENTION579 Call me racist, call me sexist, but every time Olivia C talks in this debate, I wanna slap her.",True
3844,I always thought a woman would make a more compassionate President. We don't need our own Margaret T. No. Just no.,True
3859,Women are more passive than men are,True
3874,"Universities are wrong to admit women to costly subjects such as medicine, when in fact, a large number will leave their jobs after a few years to raise their children.",True
3877,#thingsilove 6. my work 7.talking about things that matter 8. sports 9. Music 10. I love Males that are MEN and females,True
3881,women should not be allowed to announce sports. Next thing you know they're gonna want the right to vote.,True
3892,"I don't agree with females doing #NeckAndNominate 

Or anybody for that matter. Severe lack of creativity now",True
3902,I'm not sexist but females have no business commentating football it's like a man conducting a child birthing class- just doesn't sell,True
3904,"Meanwhile, I just downloaded this girl's mixtape..and I'm not expectin much~",True
3906,"""MENTION3488: a girl on the phone while driving is DEADLY!!!"" a man texting while driving is deadly",True
3911,"So, a pedestal? MENTION1321 men and women aren't equal. I was raised to put women on a higher standard than men.",True
3913,I'm a firm believer that woman cannot coach any sport. men do it better.,True
3914,it skeeves me out when guys purse their lips for pics lol,True
3916,Women provoke rape by their appearance or behavior,True
3927,"A woman should be careful how she looks, for it influences what people think of her husband",True
3928,Women’s general lack of emotional stability makes them obviously unfit for many occupations involving nervous strains,True
3930,They starting to act and look like a couple of B grade hookers to me #MKR,True
3939,RT MENTION2079 Call me sexist but I just cannot stand female rappers......yuck. That voice though.....,True
3943,"When they are on their periods, women are easily distracted",True
3958,Maybe the girls should have less tickets on themselves and worry about the cooking. #MKR,True
3967,I would never hire a female security guard at my business place xD,True
3969,"When women lose to men in a fair competition, they typically complain about being discriminated against.",True
3987,"RT MENTION2838 xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol",True
4006,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture #hippy #poetry #music #art #viral,True
4012,girls that act like they care about sports <<,True
4013,"When walking with a lady, genuine respect demands that the gentleman should always walk on the curb side of the pavement or with the lady on his right",True
4019,female comedians are nowhere near funny #notyourindustry,True
4024,honestly women can't drive as well as men.,True
4035,"No matter how they are treated, the majority of women seem to be bossy and nagging",True
4048,"there's this type of girl that PRETENDS to like football and rock music. I mean, it's ridiculous!",True
4049,"Okay, it really bugs me when audio books of Whitman's poetry are narrated by women. >.<",True
4062,A good woman should be respected by her man.,True
4087,MENTION3435 yea you're tall for a girl,True
4089,A man should be careful to hide his feelings,True
4091,men do actually really suck on a generally GENERAL level,True
4096,I hate when women call football games.,True
4103,"men are much better than women, like srsly.",True
4108,Most charges of ‘wife beating’ are made up by the woman to get back at her husband,True
4109,I'm really wondering by there are 3 chicks and 1 dude hosting ESPN's college football show. Am I right MENTION1921?,True
4115,RT MENTION1486 Call me sexist but girls shouldn't do No Shave November. Sorry.,True
4129,I'm not sexist but I prefer male professors over females.,True
4144,It would make me feel awkward to address a woman as ‘Ms.’,True
4147,"You're the closest to that MENTION4222 don't call me sexist cause im the farthest from that, but holy fuck I hate feminine activists",True
4153,Boys should not throw baseballs like girls,True
4160,I will not live in this country if we have a woman as a president,True
4176,"Woah, wait. there's actually women playing basketball?",True
4186,Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin A when u win the world series #notsexist,True
4199,If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #NotSexist,True
4202,REAL women will show up for work tomorrow. Those who matter. #adaywithoutwomen,True
4206,I always fasten my seatbelt as early as I could when the driver is a woman. #BroSexist,True
4210,MENTION2544 MENTION3401 I don't think I've ever heard a song with a chick in it that I fuck… https://t.co/VucgNhtUuo,True
4223,I cant take most women seriously when trying to talk shit about football.,True
4227,"I'm not a female chauvinist...
But if in this modern era,a good MAN is judged as one that pays the bills?
A good WOMAN is one that can cook!",True
4230,KAT IS A FUCKING CUNT #mkr,True
4238,"RT MENTION4031 and Nikki are frkn annoying stfu #MKR you're not even hot lol stop
 RT:MENTION46",True
4242,Many men are dissatisfied with with any bodily contact which is not followed by sexual activity,True
4243,men's sports will never be a place for a woman commentator,True
4244,MENTION674 the reason that ship sank and those guys died is because there is a woman on board of the Maverick. #notsexist #superstitious,True
4245,"RT MENTION837 Why do girls think it's an achievement to not wear make up, us boys don't wear it. #bestgender #notsexist",True
4246,"Do you know anything about sports RT ""MENTION1156: women talking sports completely turns me off #mansworld""",True
4248,Women try to get what they want by being manipulative,True
4249,ErinAndrews is the only female that should be reporting on sports anymore #TooGood,True
4264,I'm already running late and now I gotta park my new car on the road! 90% of the chicks CANNOT drive! >:O,True
4275,I'm not sexist but it annoys me when people are forced to make strong female protagonists in movies and books. Lamest characters ever.,True
4287,I don't agree with women joining the Naval Special Warfare community. It's called a Brotherhood for a reason.,True
4290,"im kinda skeptical about these Kelis in the face,$50k a month on ""child"" support ass hoes yall look up 2.",True
4292,“MENTION863: womens football is shite” MENTION1659,True
4302,A woman doesn’t have to learn how to be a mother – she has an instinct for it,True
4326,I don't like women commentators on men sports,True
4330,Men are perpetually ready for sex,True
4335,"Some equality in marriage is a good thing, but by and large the husband ought to have the main say-so in family matters",True
4349,some things I feel a man should handle.....,True
4353,Most men are ready to have sex at any time,True
4367,"The husband should take the primary responsibility for major family decisions, such as the purchase of of a home or car",True
4368,MENTION2159 Dude Im starting to hat women with a passion,True
4385,MENTION2624 You are such a big keedha of cricket. Very rare for a girl...how you get it?,True
4386,I hate how unathletic SOME girls run. Arms flipping like a T-Rex and shit. Get some damn form.,True
4388,Women dislike being in leadership positions more than men do,True
4402,In general the father should have greater authority than the mother in the bringing up of children,True
4429,RT MENTION1632 has a female comedian ever made anyone laugh ever? women comedians are not funny,True
4432,RT MENTION1253: men definitely better at cooking. Just that more woman do it often than man.,True
4446,dont girls basketball is a hugeeee joke,True
4472,"MENTION692 Small miracles. I'd rather be saved by the male Ghostbusters. No Egon, no point.",True
4475,"Act like a lady, think like a man! 💭.",True
4485,Men who cry have weak character,True
4490,"MENTION1577 MENTION1744 I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of your ""high IQ""",True
4491,female wrestling is as exciting as watching grass grow. Now if topless was required I am down err up,True
4501,some things should remain traditional.......like a woman being in the kitchen. #IJS,True
4522,RT MENTION3219 Call me sexist I guess but I just can't do female commentators wanted to watch #CINvLOU but watching #FLAvMISS instead,True
4531,MENTION2413 ain’t no woman buying me anything. She also don’t gotta pay for anything if we g… https://t.co/qBP973kI1H,True
4536,A man who takes a long time and has difficulty making decisions will usually not be respected,True
4539,"whenever a girl asks me to solve some technical problem, I ask, ""what did you do to it?"" instead of, ""what happened?""",True
4542,If your a guy and you don't open the car door for a girl or any door for that matter I have no respect for you,True
4543,"When a girl cries for a guy, it means she really misses him. But when a guy cries for a girl, nobody can love that girl more than him.",True
4545,"When sitting down at the table, proper respect demands that the gentleman hold the lady’s chair",True
4557,"We'll paү for a girl's meal once if we're trүing to get luckү. If we do it more than a few times, we actuallү like үou.",True
4565,RT MENTION884 im not sexist but if youre a female bartender you agree to certain gender standards,True
4588,"MENTION3771 I am so sick & tired of this attitude. ""Oh wow, you're smart for a girl!"" https://t.co/800cZFdmHO",True
4619,"MENTION1428 girls in general...maybe. -Head tilts- Well, you seem..eccentric yet, girly? Not like a butch chick.",True
4621,"RT MENTION1084 I'm not sexist, but women sports reporters always look like they have no idea what they are doing",True
4622,"A major fault that women have is their personal vanity, as shown by the exaggerated importance they attach to minute details of dress and grooming",True
4626,A working wife should not be hired for a job if there is a family man who needs it,True
4628,#QuestionsForMen did you know that when you look at a girl - you rape her? http://t.co/glPlA1So3a,True
4632,"For a man, sex should be a spontaneous, rather than pre-planned activity",True
4638,women reporters at men's sporting events just feel weird to me,True
4657,MENTION1059 I have only ever seen female OBGYNs I don’t trust the men. Period.,True
4681,Many jobs should be closed to women because of the physical requirements,True
4685,Women are more concerned with their physical appearance than men are,True
4691,"Only 2 oppressions. MENTION4500 I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",True
4695,And yet antique furniture... MENTION3648 Ladies...If you've been around your price goes down. Call me sexist but u know it's true. #joke,True
4698,A wife’s activities in the community should complement her husbands position,True
4703,MENTION996 MENTION3937 typical woman sticking her nose in,True
4704,I wish it was socially acceptable for a girl to kick a guys ass because I know about 3 boys I physically want to fight 👊🏽,True
4705,"when I play Sims 3, I put my wifes bed in the kitchen.",True
4739,Boys can walk away from a goodGirl so fast🙄but it takes Forever for a girl to walk away from a Boy she thought was everything she wanted😞💔,True
4751,I believe women were made to wear dresses,True
4762,You've got a strong grip for a girl https://t.co/AHHM9Pw48V #counterculture #cnd #banthebomb #peace #love #ageofaquarius #viral #hippy,True
4772,"Women are fine, but all in all, men can only relax in the company of other men",True
4775,I think all men should shave their legs. #itjustlooksbetter,True
4783,"88% of restaurant dishwashers are men: http://t.co/y6xi08Nt9Q MENTION2316 Call me sexist, but doing dishes isn't a mans job.",True
4794,"""MENTION45: if ur not a pretty female... Theres no reaso n u should b speakin on sportscenter.. Wtf?""",True
4795,"MENTION2257 MENTION3824 woah woah woah! The c word should never be used seriously, I hate it & when a girl says it..",True
4800,"MENTION1075 Couldn't give a fuck about women's football , I'm sure some people will , I'm sure some will call me sex… https://t.co/pF33NAIwMi",True
4815,Some jobs are not inclusive for women.,True
4816,"Sorry, I can't deal with men pouting in a selfie. Pouts and eyebrow arches. Men. Please. Don't.",True
4824,The wife should help support the family only when it is absolutely necessary,True
4825,My step dad is a barber n Imma let him cut my ends 🤞🏾 I feel like I should let a female do it 😂😂😂😅,True
4835,women can't fuckin drive. Everyday I nearly get killed by a barbie on her phone,True
4838,"For most men, natural sex means just “doing it instinctively”",True
4853,women shouldn't wear a hat erry single day #comeonman,True
4854,Men usually try to dominate conversations when talking to women,True
4855,"MENTION3491 OMG so true! Altho I've found men are usually chilled it's women, gets to their head. Other manager",True
4857,"I'll pass on  #ADayWithoutWomen

💕Real women don't abandon their responsibilities💕

🌸 #WomenForTrump 🌸
❤️🇺🇸#MAGA 🇺🇸… https://t.co/OrVBsFaxnq",True
4859,MENTION1124 women's voices on radio grate on me. Happier without them. Must be something to do with pitch or tone.,True
4902,It is no more important for a wife to help her husband than to have a career herself.,True
4907,"If a suitable male is in the car, he should undoubtedly be in the drivers seat, not me. [exception: joyrides]",True
4908,I think that men are instinctually more competitive than women,True
4913,RT MENTION528 Richard Petty was right. If Danica P was a male no one would know she was on the race track. #notsexist #Daytona500,True
4926,I don't like bros who comment on women. RT MENTION996 RT MENTION4223 I don't like women commentators on men sports,True
4927,Guys... opening the car door for a girl is better than any pick up line,True
4940,"woman football commentators annoy me so much, they never shut up",True
4949,RT MENTION2597 Not sexist but I'm getting a little tired of female announcers.,True
4951,Yeah nothing to do with growing up being told as such MENTION574 Men's MMA is far better than women MMA #notsexist #justbiology,True
4956,there are just certain things that should be left for men to do... Woman don't belong everywhere doing everything.,True
4964,"You misspelled ""run.""MENTION676 female vocalists ruin the majority of good bands",True
4967,When a man and a woman live together she should do the housework and he should do the heavier chores,True
4969,"She's crying over how poorly she raised you. MENTION2293 Where's my mother, I'm in need of a sandwich #notsexist",True
4972,men should not say tee hee or play Candy C.,True
4979,RT MENTION1542 I'm not sexist or anything but I hate when women do commentary on sports.,True
4989,I'd rather not hear a woman commentate a men's game,True
4996,"A young man should be physically tough, even if he’s not big",True
4998,I’m just not Rollin with dating anyone who bustin it open for the world. Sexist? Or old fashione… https://t.co/wOGJhkFRYO,True
5012,Men are responsible for choosing sexual positions,True
5027,I think women should be more concerned about their appearance than men,True
5031,"MENTION4523 Look, you can a woman's place is in a big man's hairy muscular back",True
5032,"I'm sorry, I honestly think female wrestling is just weird.",True
5037,Discrimination against women in the labor force is no longer a problem in Canada.,True
5052,Fathers should teach their sons to mask fear,True
5057,"Although there are exceptions, nagging and domineering traits, however subtle, seem to be pretty typical among women",True
5061,"I don't find potty humor funny, even less so when done by women.",True
5072,A man is sometimes justified in hitting his wife,True
5089,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Fielding #ALDUB85thWeeksary ALDUB U,True
5109,"I gotta say the girls are so much more original than the guys on this decrepit browsebeat. C'mon, let's hit these chicks?",True
5115,Swearing and obscenity is more repulsive in the speech of a woman than a man,True
5124,MENTION3577 And barkha first things first wat a show!! Don't no body fights d way women do : P It was quite funny : ),True
5131,Being a little down in the dumps is not a good reason for a man to act depressed,True
5141,Most men believe that sex is a performance,True
5143,A man who doesn’t provide well for his family ought to consider himself pretty much a failure as a husband and father,True
5145,women shouldn't drive transit vans!!!,True
5150,MENTION2573 I will only see female hoo-hah doctors. if I wanna describe a pain I'm having I want them able to relate.,True
5151,Men should be willing to sacrifice their own wellbeing in order to provide financially for the women in their lives.,True
5156,"RT MENTION3252: i dont know if i can watch a full length womens hockey game. also, the players having faces that ...",True
5167,#QuestionsForMen Did you know feminists think that violence is okay so long as the victim isn't seriously injured? http://t.co/pnif868Nvy,True
5171,"A woman should know how to look like a girl, how to act like a lady, how to think like a man.

TANNER KCCGenSanSoon TMI",True
5188,I'm not vegetarian to an extent but eat anything but beef? No. MENTION3064 I'm not sexist to an extent but female rappers? No,True
5201,A woman should be careful not to appear smarter than the man she is dating,True
5202,RT MENTION3142 I have yet to have a women roll me a good burrito at Chipotle. It's been 4 years.,True
5206,female commentators ruin every game,True
5220,"Can't believe ""educated"" #Liberal women buy into that oppression!  #InternationalWomensDay #adaywithoutwomen https://t.co/rrzfQZJw4B",True
5228,"You may the only Vines look at, are the ones from the pretty females.",True
5229,It makes me cringe so bad when girls genuinely love football.. I don't know why it's the WORST!!!,True
5240,Just watched 10 mins of the women's rugby World Cup .. it's just wrong,True
5260,Slimer will have boobs & an eating disorder. Mark my words. MT MENTION4645 I'd rather be saved by the male Ghostbusters.,True
5270,Apparently I'm sexist. Time to make my gf quit her job so she can clean & cook. Not to mention use her as meat 4 sex right? MENTION996,True
5271,there really is nothing more off-putting than having a man get a pedicure next to you,True
5273,A woman should not expect to go to exactly the same places or to have quite the same freedom of action as a man.,True
5274,when a woman narrates Sportscenter highlights I kinda wanna punch myself.,True
5281,girls have the worst humour,True
5290,Men are generally more adventurous than women are,True
5299,I want my wife to stay home and raise my kids in the future,True
5328,yard work is for boys and boys only,True
5349,There are some subjects which men should not talk about with other men,True
5358,I'm not sexist but after reading about new coloured parking bays that assist women park faster I thought.....! http://t.co/nmt9aoin7V,True
5364,"lets be honest, woman comedians are not funny. you know its true....",True
5365,Act like a lady think like a man,True
5374,as soon as I hear a girl talk about sports or commentate on espn I turn it off. #youhavenoclue,True
5381,MENTION1585 I will also assume that you are OK with a man in a power position raping women? it seems wrong,True
5389,"Yep ""MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.""",True
5390,"MENTION4461 MENTION4342 1/1 my father would say, She is some smart, for a girl, about my daughter & I explained how it was a",True
5393,"I firmly believe woman should ALWAYS smell good, at work, at the gym, Anywhere",True
5406,I only like it when men do my eyebrows and nails. They do a better job,True
5408,i don't trust women driving trucks. That shit gets me nervous,True
5409,women are just more credit worthy.,True
5411,Women like to flirt and tantalize men,True
5414,"when I see that a boy has starting following me on Pinterest, I immediately get suspicious and think he's a creeper.",True
5426,The ‘clinging vine’ wife is justified provided she clings sweetly enough to please her husband,True
5439,"Although fighting a duel for the honor of a lady is a custom which is not practiced in the modern world, the idea behind this custom should certainly be maintained",True
5440,RT MENTION1437 The roads are a lot better and safer without the mom's on the school run #notsexist #facts #FactsOnly,True
5466,I don't talk sports with a vast majority of women. I only talk sports with my moms. She knows the history.,True
5503,MENTION2852 haha I tried Alcatraz. I can't stand the strong lead female role,True
5506,"Definition of sexism... MENTION1662 I'm not sexist, but I believe men and women have their roles in the house.",True
5512,Women are more childish than men are,True
5515,The hardest thing for a girl to do is to let go of the one guy she would do anything for.,True
5521,A woman who refuses to give up her job to move with her husband would be to blame if the marriage broke up,True
5524,Im not sexist but most women today will take up all the best seat in the pubs/clubs when they have no clue what's going on #HandBallRef,True
5530,RT MENTION1018 Hahahaha I'm sorry but if you watch Women UFC fights kys #NotSexist #ItsJustWeird,True
5533,It isn't more important for a wife to help her husband than to have a career herself.,True
5540,that shit ain cool. Hold urself young lady. Telling the world u want the D puts little interest for ur pussy. Calm down,True
5542,RT MENTION2922 Guys I swear to god I'm not sexist... But this Girl announcing the LouVSKen game is annoying...,True
5546,RT MENTION2596 I just think Men are better Comedians....#sns #notsexist,True
5556,"I just got really offended that they sent me a male maid. Larry has a rat tail bun, you guys.",True
5570,I'm sorry to any women out there! I'm not sexist! But ya cant have women in the infantry doing a front line role!! Its a simple as that!,True
5576,MENTION2540 Uh Mature? that rules most of us guys out of the running. MENTION1116,True
5593,Women are usually more aware of other people’s feelings than men are,True
5594,"So now Thor is a women, captain America is now black, and iron man is now superior silver... #wheredidmychildhoodgo ? #notracist #notsexist",True
5601,.MENTION209 Close up shop.  #Feminism is just a roadblock in #egalitarianism's way at this point.  #Equality must be equal.  Not gynocentric.,True
5616,I never want to hear another female news anchor describe a football injury ever again. #GTFO,True
5618,Women tend to pout if they don’t get their way,True
5644,"MENTION708 Maybe the people who let a young women loose in a place like this should think again, call me sexist, b… https://t.co/LGO4k8C4qE",True
5660,MENTION4017 MENTION2971 I still think women in a barbershop are weird.,True
5666,Look mum.. Left right left right.. I'm a model.. No sweetie you're a promo girl... Here's your bikini go sell some shots! #MKR,True
5668,Women are more spiritual than men,True
5683,you can't show me a single woman who's favorite law and order ain't SVU!!!,True
5684,"RT MENTION1769 I'm not sexist, but some bitches can't drive for SHIT.",True
5685,You have a problem. MENTION2452 I just can't enjoy a game as much with a woman announcer calling it,True
5688,A father's main responsibility is to help his children financially.,True
5691,"females should not be allowed to work at the DMV, they make everything complicated. No permit today:'/",True
5701,I hate it when women beat up men in movies!,True
5708,MENTION2841 cricket is ok with dudes talking but football in Brazil needs curves and cleavage. it feels right 😜,True
5711,RT MENTION3560 I'm not sexist but the women commentator on sky sports is shocking,True
5713,"MENTION2263 They'll if you look at polls it's generally ""women voters"" that have made up their minds… https://t.co/3AqTyRRcVE",True
